page,id,linh_vuc,ten_van_ban,so_hieu,ngay_ban_hanh,ngay_hieu_luc,co_quan_ban_hanh,loai,tinh_trang,pdf_url,download_status
8,0413,"Tài chính, kế toán",Quyết định công bố công khai quyết toán ngân sách nhà nước năm 2023 của Bộ Giáo dục và Đào tạo,534/QĐ-BGDĐT,28/02/2025,28/02/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/318-534 QD cong bo cong khai quyet toan NSNN nam 2023 cua Bo GD va DT.PDF,DOWNLOADED
8,0414,"Tài chính, kế toán",Quyết định phân bổ chi tiết kế hoạch đầu tư vốn ngân sách trung ương năm 2025 (đợt 2),538/QĐ-BGDĐT,28/02/2025,28/02/2025,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/379-538 QD phan bo chi tiet KHDT von ngan sach trung uong nam 2025 dot 2.PDF,DOWNLOADED
8,0412,"Tài chính, kế toán",Quyết định công bố công khai dự toán ngân sách nhà nước năm 2025 của Đại học Đà Nẵng,576/QĐ-ĐHĐN,25/02/2025,25/02/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/288-576 QD cong bo cong khai du toan ngan sach nha nuoc nam 2025 cua DHDN.PDF,DOWNLOADED
8,0417,"Tài chính, kế toán","Quyết định về việc ban hành quy định hồ sơ, thủ tục thực hiện và hồ sơ thanh toán mua sắm, sửa chữa thường xuyên dưới 300 triệu đồng tại Trường Đại học Bách khoa, Đại học Đà Nẵng",760/QĐ-ĐHBK,21/02/2025,21/02/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Hết hiệu lực 05/08/2025,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/760 QD_DHBK quy dinh ho so thu tuc thuc hien va HSTTMS sua chua TX duoi 300 trieu dong tai Truong DHBK.PDF,DOWNLOADED
8,0411,"Đảm bảo chất lượng, KĐCL",Thông tư Quy định về kiểm định chất lượng chương trình đào tạo các trình độ của giáo dục đại hoc,04/2025/TT-BGDĐT,17/02/2025,17/02/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/226-04 TT quy dinh ve kiem dinh CL chuong trinh cac trinh do cua GDDH.pdf,DOWNLOADED
9,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0391 Tổ chức, hành chính Quy chế bổ nhiệm, bổ nhiệm lại, kéo dài thời gian giữ chức vụ, thôi giữ chức vụ, miễn nhiệm viên chức giữ chức vụ lãnh đạo, quản lý và giám đốc các trung tâm nghiên cứu, chuyển giao công nghệ và dịch vụ đào tạo của Trường Đại học Bách khoa, Đại học Đà Nẵng 595/QĐ-ĐHBK 17/02/2025 17/02/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0390 Tổ chức, hành chính Hướng dẫn về Hội đồng quản lý trong đơn vị sự nghiệp công lập thuộc lĩnh vực giáo dục và đào tạo 03/2025/TT-BGDĐT 07/02/2025 07/02/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0392 Pháp chế Kế hoạch theo dõi tình hình thi hành pháp luật và theo dõi thi hành pháp luật về xử lý vi phạm hành chính năm 2025 của Bộ Giáo dục và Đào tạo 322/QĐ-BGDĐT 24/01/2025 24/01/2025 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0389 Đào tạo Quy định Khung năng lực số cho người học 02/2025/TT-BGDĐT 24/01/2025 24/01/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0388 Tổ chức, hành chính Ban hành Quy định về công khai trong hoạt động của Đại học Đà Nẵng 144/QĐ-ĐHĐN 15/01/2025 15/01/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0387 Tài chính, kế toán Ban hành Quy chế chi tiêu nội bộ của Đại học Đà Nẵng 36/QĐ-ĐHĐN 06/01/2025 06/01/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0410 Tài chính, kế toán Quyết định công bố công khai dự toán ngân sách năm 2024 5780/QĐ-ĐHBK 31/12/2024 31/12/2024 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0400 Tổ chức, hành chính Luật công đoàn 50/2024/QH15 30/12/2024 30/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0383 Khác Ban hành Kế hoạch thực hiện Quyết định số 127/QĐ-TTg ngày 26/01/2021, Quyết định số 142/QĐ-TTg ngày 02/02/2024 của Thủ tướng Chính phủ 4268/QĐ-BGDĐT 30/12/2024 30/12/2024 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0396 Công nghệ thông tin, CĐS Luật Dữ liệu năm 2024 60/2024/QH15 29/12/2024 29/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/9. Luat Du lieu.pdf,DOWNLOADED
9,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
9,0391,"Tổ chức, hành chính","Quy chế bổ nhiệm, bổ nhiệm lại, kéo dài thời gian giữ chức vụ, thôi giữ chức vụ, miễn nhiệm viên chức giữ chức vụ lãnh đạo, quản lý và giám đốc các trung tâm nghiên cứu, chuyển giao công nghệ và dịch vụ đào tạo của Trường Đại học Bách khoa, Đại học Đà Nẵng",595/QĐ-ĐHBK,17/02/2025,17/02/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/595 QDBHQC bo nhiem BN lai keo dai TG giu CV thoi giu CV mien nhiem VC giu CVLD QL va GDTTNC chuyen giao CNDVDT cua Truong DHBK.PDF,DOWNLOADED
9,0390,"Tổ chức, hành chính",Hướng dẫn về Hội đồng quản lý trong đơn vị sự nghiệp công lập thuộc lĩnh vực giáo dục và đào tạo,03/2025/TT-BGDĐT,07/02/2025,07/02/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/157-03 TT huong dan ve HD quan ly trong don vi su nghiep cong lap thuoc linh vuc GD va DT.PDF,DOWNLOADED
9,0392,Pháp chế,Kế hoạch theo dõi tình hình thi hành pháp luật và theo dõi thi hành pháp luật về xử lý vi phạm hành chính năm 2025 của Bộ Giáo dục và Đào tạo,322/QĐ-BGDĐT,24/01/2025,24/01/2025,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/185-322 QDBH ke hoach theo doi tinh hinh thi hanh phap luat va theo doi thi hanh PL ve xu ly VPHC nam 2025 cua Bo GDDT.PDF,DOWNLOADED
9,0389,Đào tạo,Quy định Khung năng lực số cho người học,02/2025/TT-BGDĐT,24/01/2025,24/01/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/130-02 TT quy dinh khung nang luc so cho nguoi hoc.PDF,DOWNLOADED
9,0388,"Tổ chức, hành chính",Ban hành Quy định về công khai trong hoạt động của Đại học Đà Nẵng,144/QĐ-ĐHĐN,15/01/2025,15/01/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/68-144 QD ban hanh quy dinh ve cong khai trong hoat dong cua DHDN_1.PDF,DOWNLOADED
9,0387,"Tài chính, kế toán",Ban hành Quy chế chi tiêu nội bộ của Đại học Đà Nẵng,36/QĐ-ĐHĐN,06/01/2025,06/01/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/13-36 QD ban hanh Quy che chi tieu noi bo cua DHDN.PDF,DOWNLOADED
9,0410,"Tài chính, kế toán",Quyết định công bố công khai dự toán ngân sách năm 2024,5780/QĐ-ĐHBK,31/12/2024,31/12/2024,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/5780 QĐ-ĐHBK Vv công bố công khai dự toán ngân sách năm 2024.pdf,DOWNLOADED
9,0400,"Tổ chức, hành chính",Luật công đoàn,50/2024/QH15,30/12/2024,30/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/7. Luat Cong doan.pdf,DOWNLOADED
9,0383,Khác,"Ban hành Kế hoạch thực hiện Quyết định số 127/QĐ-TTg ngày 26/01/2021, Quyết định số 142/QĐ-TTg ngày 02/02/2024 của Thủ tướng Chính phủ",4268/QĐ-BGDĐT,30/12/2024,30/12/2024,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/04-4268 QD ban hanh KH thuc hien QD so127QD-TTg ngay 26-01-2021 QD so 142QD-TTg ngay 02-02-2024 cua TTCP.PDF,DOWNLOADED
9,0396,"Công nghệ thông tin, CĐS",Luật Dữ liệu năm 2024,60/2024/QH15,29/12/2024,29/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/9. Luat Du lieu.pdf,DOWNLOADED
10,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0401 Cơ sở vật chất, xây dựng Luật đầu tư công 58/2024/QH15 29/12/2024 29/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0402 Tổ chức, hành chính Luật sửa đổi, bổ sung một số điều của Luật Bảo hiểm Y tế 51/2024/QH15 29/12/2024 29/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0403 Cơ sở vật chất, xây dựng Luật sửa đổi, bổ sung một số điều của Luật Quy hoạch, Luật Đầu tư, Luật Đầu tư theo phương thức đối tác công tư và Luật Đấu thầu 57/2024/QH15 29/12/2024 29/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0399 Tài chính, kế toán Luật thuế giá trị gia tăng 48/2024/QH15 29/12/2024 29/12/2024 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0432 Thanh tra, kiểm tra Thông tư về việc thanh tra chuyên ngành trong lĩnh vực giáo dục và thanh tra nội bộ trong cơ sở giáo dục 28/2024/TT-BGDĐT 26/12/2024 10/02/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0384 Khoa học Công nghệ Ban hành danh mục bổ sung và chi tiết hóa Phụ lục tính quy đổi giờ nghiên cứu khoa học trong ĐHĐN ban hành kèm theo Quyết định số3237/QĐ-ĐHĐN ngày 31/7/2023 của Giám đốc ĐHĐN cho các đơn vị thuộc, trực thuộc ĐHĐN 5007/QĐ-ĐHĐN 05/12/2024 05/12/2024 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0433 Tổ chức, hành chính Thông tư quy định danh mục và thời hạn định kỳ chuyển đổi vị trí công tác thuộc phạm vi quản lý theo ngành, lĩnh vực giáo dục và đào tạo tại chính quyền địa phương 19/2024/TT-BGDĐT 28/11/2024 14/01/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0381 Khoa học Công nghệ Ban hành Quy chế tổ chức và hoạt động của Hội đồng Khoa học và Đào tạo Đại học Đà Nẵng 4897/QĐ-ĐHĐN 27/11/2024 27/11/2024 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0379 Đào tạo Phê duyệt Kế hoạch hoạt động triển khai Chương trình ""Phát triển nguồn nhân lực ngành công nghiệp bán dẫn đến năm 2030, định hướng đến năm 2050"" 2640/QĐ-BKHĐT 21/11/2024 21/11/2024 Bộ Kế hoạch và Đầu tư Quyết định, Quy định Còn hiệu lực 0380 Khoa học Công nghệ Quy định về quản lý đề tài khoa học và công nghệ cấp bộ của Bộ Giáo dục và Đào tạo 15/2024/TT-BGDĐT 20/11/2024 20/11/2024 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1775-15.2024 TT quy dinh ve quan ly de tai KHCN cap bo cua BGDDT.PDF,DOWNLOADED
10,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
10,0401,"Cơ sở vật chất, xây dựng",Luật đầu tư công,58/2024/QH15,29/12/2024,29/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/8. Luat Dau tu cong.pdf,DOWNLOADED
10,0402,"Tổ chức, hành chính","Luật sửa đổi, bổ sung một số điều của Luật Bảo hiểm Y tế",51/2024/QH15,29/12/2024,29/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/10. Luat sua doi bo sung mot so dieu cua Luat y te.pdf,DOWNLOADED
10,0403,"Cơ sở vật chất, xây dựng","Luật sửa đổi, bổ sung một số điều của Luật Quy hoạch, Luật Đầu tư, Luật Đầu tư theo phương thức đối tác công tư và Luật Đấu thầu",57/2024/QH15,29/12/2024,29/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/12. Luat SDBS mot so dieu Luat Quy hoach, luat Dau tu, Luat Dau thau.pdf",DOWNLOADED
10,0399,"Tài chính, kế toán",Luật thuế giá trị gia tăng,48/2024/QH15,29/12/2024,29/12/2024,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/6. Luat Thue gia tri gia tang.pdf,DOWNLOADED
10,0432,"Thanh tra, kiểm tra",Thông tư về việc thanh tra chuyên ngành trong lĩnh vực giáo dục và thanh tra nội bộ trong cơ sở giáo dục,28/2024/TT-BGDĐT,26/12/2024,10/02/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2025m3_100000000.9942378PBQPPL_CVD_TT28.2024.pdf,DOWNLOADED
10,0384,Khoa học Công nghệ,"Ban hành danh mục bổ sung và chi tiết hóa Phụ lục tính quy đổi giờ nghiên cứu khoa học trong ĐHĐN ban hành kèm theo Quyết định số3237/QĐ-ĐHĐN ngày 31/7/2023 của Giám đốc ĐHĐN cho các đơn vị thuộc, trực thuộc ĐHĐN",5007/QĐ-ĐHĐN,05/12/2024,05/12/2024,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2024m12_638694362286100502DHDN_CVDi_5007-qd-ban-hanh-phu-luc-tinh-gio-nckh-cho-don-vi-thuoc-truc-thuoc-dhdn_1733471756.pdf,DOWNLOADED
10,0433,"Tổ chức, hành chính","Thông tư quy định danh mục và thời hạn định kỳ chuyển đổi vị trí công tác thuộc phạm vi quản lý theo ngành, lĩnh vực giáo dục và đào tạo tại chính quyền địa phương",19/2024/TT-BGDĐT,28/11/2024,14/01/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2024m12_100000000.1132273PBQPPL_CVD_4279-19-2024-tt-bgddt_1733216564.pdf,DOWNLOADED
10,0381,Khoa học Công nghệ,Ban hành Quy chế tổ chức và hoạt động của Hội đồng Khoa học và Đào tạo Đại học Đà Nẵng,4897/QĐ-ĐHĐN,27/11/2024,27/11/2024,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1780-4897 QD ban hanh Quy che to chuc hoat dong Hoi dong KHDT cua DHDN.PDF,DOWNLOADED
10,0379,Đào tạo,"Phê duyệt Kế hoạch hoạt động triển khai Chương trình ""Phát triển nguồn nhân lực ngành công nghiệp bán dẫn đến năm 2030, định hướng đến năm 2050""",2640/QĐ-BKHĐT,21/11/2024,21/11/2024,Bộ Kế hoạch và Đầu tư,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1765-2640 QD PD KH hoat dong trien khai Chuong trinh Phat trien nguon nhan luc nganh Cong nghiep ban dan den 2030.PDF,DOWNLOADED
10,0380,Khoa học Công nghệ,Quy định về quản lý đề tài khoa học và công nghệ cấp bộ của Bộ Giáo dục và Đào tạo,15/2024/TT-BGDĐT,20/11/2024,20/11/2024,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1775-15.2024 TT quy dinh ve quan ly de tai KHCN cap bo cua BGDDT.PDF,DOWNLOADED
11,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0434 Đào tạo Thông tư sửa đổi, bổ sung một số điều của Thông tư số 02/2022/TT-BGDĐT ngày 18/11/2022 của Bộ trưởng Bộ GDĐT quy định điều kiện, trình tự, thủ tục mở ngành đào tạo, đình chỉ hoạt động của ngành đào tạo trình độ đại học, thạc sĩ, tiến sĩ 16/2024/TT-BGDĐT 20/11/2024 05/01/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0378 Đào tạo Ban hành quy định đào tạo trực tuyến và đào tạo kết hợp của Đại học Đà Nẵng 4804/QĐ-ĐHĐN 19/11/2024 19/11/2024 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0385 Đào tạo Ban hành Quy định đào tạo trực tuyến và đào tạo kết hợp của Đại học Đà Nẵng 4808/QĐ-ĐHĐN 19/11/2024 19/11/2024 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0377 Tài chính, kế toán Công bố công khai dự toán ngân sách nhà nước năm 2024 3560/QĐ-BGDĐT 14/11/2024 14/11/2024 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0376 Pháp chế Quán triệt, tuyên truyền và triển khai thực hiện Luật Thực hiện dân chủ ở cơ sở 4480/ĐHĐN-TTPC 25/10/2024 25/10/2024 Đại học Đà Nẵng Công văn Còn hiệu lực 0386 Tuyển sinh Ban hành Quy chế tuyển sinh đào tạo từ xa trình độ đại học của Đại học Đà Nẵng 4473/QĐ-ĐHĐN 24/10/2024 24/10/2024 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0409 Công tác sinh viên Quyết định về việc ban hành Quy định về văn hóa học đường và quy tắc ứng xử văn hóa của người học tại Trường Đại học Bách khoa, Đại học Đà Nẵng 4420/QĐ-ĐHBK 23/10/2024 23/10/2024 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0373 Tổ chức, hành chính Ban hành Quy chế đánh giá, xếp loại chất lượng năm 2024 đối với đơn vị và công chức, viên chức, người lao động của Bộ Giáo dục và Đào tạo 3086/QĐ-BGDĐT 23/10/2024 23/10/2024 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0371 Cơ sở vật chất, xây dựng Ban hành nguyên tắc, tiêu chí lựa chọn danh mục chương trình, nhiệm vụ, dự án đề xuất bố trí kế hoạch đầu tư công trung hạn giai đoạn 2026-2030 của Bộ Giáo dục và Đào tạo 2968/QĐ-BGDĐT 18/10/2024 18/10/2024 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0372 Tổ chức, hành chính Ban hành Quy định về công khai trong hoạt động của Trường Đại học Bách khoa, Đại học Đà Nẵng 4311/QĐ-ĐHBK 17/10/2024 17/10/2024 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4311 QD ban hanh Quy dinh ve cong khai trong hoat dong cua Truong DHBK.PDF,DOWNLOADED
11,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
11,0434,Đào tạo,"Thông tư sửa đổi, bổ sung một số điều của Thông tư số 02/2022/TT-BGDĐT ngày 18/11/2022 của Bộ trưởng Bộ GDĐT quy định điều kiện, trình tự, thủ tục mở ngành đào tạo, đình chỉ hoạt động của ngành đào tạo trình độ đại học, thạc sĩ, tiến sĩ",16/2024/TT-BGDĐT,20/11/2024,05/01/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2024m11_100000000.9132181PBQPPL_CVD_4177-16-2024-tt-bgddt_1732675067.pdf,DOWNLOADED
11,0378,Đào tạo,Ban hành quy định đào tạo trực tuyến và đào tạo kết hợp của Đại học Đà Nẵng,4804/QĐ-ĐHĐN,19/11/2024,19/11/2024,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1737-4804 QD ban hanh quy dinh dao tao truc tuyen va dao tao ket hop cua DHDN.PDF,DOWNLOADED
11,0385,Đào tạo,Ban hành Quy định đào tạo trực tuyến và đào tạo kết hợp của Đại học Đà Nẵng,4808/QĐ-ĐHĐN,19/11/2024,19/11/2024,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2024m12_638706547455733859DHDN_CVDi_4804-qd-dttt-va-dtkh-cua-dhdn_1732096303.pdf,DOWNLOADED
11,0377,"Tài chính, kế toán",Công bố công khai dự toán ngân sách nhà nước năm 2024,3560/QĐ-BGDĐT,14/11/2024,14/11/2024,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1717-3560 QD cong bo cong khai du toan ngan sach nha nuoc nam 2024.PDF,DOWNLOADED
11,0376,Pháp chế,"Quán triệt, tuyên truyền và triển khai thực hiện Luật Thực hiện dân chủ ở cơ sở",4480/ĐHĐN-TTPC,25/10/2024,25/10/2024,Đại học Đà Nẵng,Công văn,Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4. ĐHDN_ Quan triet, tuyen truyen va trien khai thuc hien Luat Thuc hien dan chu o co so.PDF",DOWNLOADED
11,0386,Tuyển sinh,Ban hành Quy chế tuyển sinh đào tạo từ xa trình độ đại học của Đại học Đà Nẵng,4473/QĐ-ĐHĐN,24/10/2024,24/10/2024,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2024m11_638665081677345535DHDN_CVDi_4473_-_QC_tuyen_sinh_trinh_do_DH_cua_DTTX.pdf,DOWNLOADED
11,0409,Công tác sinh viên,"Quyết định về việc ban hành Quy định về văn hóa học đường và quy tắc ứng xử văn hóa của người học tại Trường Đại học Bách khoa, Đại học Đà Nẵng",4420/QĐ-ĐHBK,23/10/2024,23/10/2024,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/13. 4420 QD ban hanh Quy dinh ve van hoa hoc duong va quy tac ung xu van hoa cua nguoi hoc tai Truong DHBK.PDF,DOWNLOADED
11,0373,"Tổ chức, hành chính","Ban hành Quy chế đánh giá, xếp loại chất lượng năm 2024 đối với đơn vị và công chức, viên chức, người lao động của Bộ Giáo dục và Đào tạo",3086/QĐ-BGDĐT,23/10/2024,23/10/2024,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1595-3086 QD ban hanh Quy che danh gia, xep loai chat luong nam 2024 doi voi don vi va CC, VC NLD cua BGDDT.PDF",DOWNLOADED
11,0371,"Cơ sở vật chất, xây dựng","Ban hành nguyên tắc, tiêu chí lựa chọn danh mục chương trình, nhiệm vụ, dự án đề xuất bố trí kế hoạch đầu tư công trung hạn giai đoạn 2026-2030 của Bộ Giáo dục và Đào tạo",2968/QĐ-BGDĐT,18/10/2024,18/10/2024,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1581-2968 QD ban hanh nguyen tac, tieu chi lua chon danh muc chuong trinh, nhiem vu, du an de xuat bo tri KH dau tu cong.PDF",DOWNLOADED
11,0372,"Tổ chức, hành chính","Ban hành Quy định về công khai trong hoạt động của Trường Đại học Bách khoa, Đại học Đà Nẵng",4311/QĐ-ĐHBK,17/10/2024,17/10/2024,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4311 QD ban hanh Quy dinh ve cong khai trong hoat dong cua Truong DHBK.PDF,DOWNLOADED
